"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","uslec_c","MNGN","depth","COVMAX","HTMAX","holdup","bd1","fc","WP","OC","dep","app_rate","app_eff","DWRATE","DSRATE","kd","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf","przm_max_h2","pwc_max_peak","pwc_max_h2","pwc_max_benthic","Conv.Factor","max_sed"
"3768",0.685,29.604,0.447,4.766,0.138,4.777,4774.823,85.487,0.992,0.413,55.146,0.498,654.784,0.295,1.388,0.286,0.123,0.745,2.122,2.884,0.883,0.049,0.049,844.961,20.818,25.009,39.595,14.311,20.873,18.508,27.695,25.677,0.915,0.486,1.715,0.864,28.667,1.036,62.298,0.588,0.015,11.505,1.85,0,5.0247,31.02,20.061,0.16728,845,141.3516
"3769",0.727,34.455,0.339,0.392,0.352,1.923,770.542,88.922,0.046,0.224,5.031,0.57,839.839,0.168,1.175,0.385,0.141,2.039,1.189,0.318,0.491,0.04,0.04,854.751,14.774,29.753,142.883,7.405,21.012,22.955,42.877,16.062,0.561,0.204,1.755,0.85,46.014,0.572,75.608,1.487,0.979,1.586,2.114,0,5.8116,1.5727,1.0135,0.017135,855,14.650425
"3770",0.637,18.242,0.554,4.851,0.91,4.382,3445.163,83.669,0.425,0.461,121.085,0.492,884.936,0.18,1.3,0.282,0.176,3.85,2.19,0.782,0.17,0.063,0.063,975.043,20.864,34.649,141.025,20.636,18.264,39.268,48.695,77.615,0.795,0.518,1.623,0.482,38.602,0.619,70.034,0.874,0.619,12.523,6.319,0.001,4.4577,2.7605,1.8466,0.025105,975,24.477375
"3771",0.739,20.155,0.568,0.501,0.651,3.996,2929.168,70.529,0.533,0.073,77.13,0.833,858.878,0.226,1.312,0.365,0.224,3.388,5.013,2.583,0.33,0.038,0.038,994.519,11.004,20.014,115.941,32.68,5.9,40.605,14.07,8.25,0.295,0.164,1.222,0.935,46.784,3.273,49.445,0.067,0.449,10.078,2.093,0,2.5741,1.5486,1.1416,0.040474,995,40.27163
"3772",0.699,13.847,0.155,2.721,0.765,0.776,3138.333,69.237,0.144,0.021,93.06,0.797,585.198,0.29,1.291,0.325,0.223,2.115,0.514,1.527,0.24,0.083,0.083,902.522,17.338,20.486,77.624,11.033,2.253,16.996,2.229,17.183,0.618,0.268,1.755,0.863,45.495,0.202,5.803,1.082,0.806,13.363,8.619,0.001,2.1945,1.2182,0.74383,0.0036581,903,3.3032643
"3773",0.754,16.381,0.172,3.642,0.951,0.997,767.686,90.49,0.847,0.401,49.747,0.233,843.322,0.284,1.575,0.35,0.197,3.286,0.139,1.757,0.281,0.031,0.031,761.606,32.576,6.785,51.572,29.061,2.413,27.338,33.328,33.728,0.168,0.316,1.099,0.853,25.733,1.406,50.69,1.092,0.024,10.322,7.698,0,5.6719,37.381,26.949,2.5461,762,1940.1282
"3774",0.654,12.146,0.312,2.698,0.49,0.523,2008.429,71.815,0.518,0.36,75.092,0.819,824.912,0.281,1.738,0.316,0.139,1.165,2.41,2.316,0.661,0.072,0.072,749.812,23.647,18.834,113.844,34.617,7.558,36.465,44.68,29.589,0.161,0.767,1.013,0.456,4.392,3.99,79.172,0.562,0.583,1.715,3.905,0.001,2.9905,3.5391,2.8397,0.28115,751,211.14365
"3775",0.733,12.93,0.101,3.552,0.246,0.457,3396.476,75.071,0.728,0.173,29.652,0.621,593.293,0.219,1.097,0.419,0.062,0.284,2.976,2.769,0.755,0.078,0.078,821.357,22.367,29.974,55.32,10.131,13.881,6.42,37.764,89.762,0.453,0.421,1.263,0.824,53.071,2.929,23.796,1.153,0.79,13.037,1.632,0,4.2255,7.9732,5.7286,0.061505,822,50.55711
"3776",0.729,19.027,0.473,3.422,0.438,3.075,621.373,88.041,0.275,0.008,45.052,0.826,500.636,0.269,0.951,0.279,0.172,3.622,5.089,0.884,0.101,0.028,0.028,847.48,23.952,10.042,61.941,19.803,20.495,38.309,30.596,42.494,0.874,0.327,0.951,0.542,56.565,2.597,79.809,1.219,0.743,10.309,0.381,0.001,5.2365,0.99559,0.724,0.013782,848,11.687136
"3777",0.684,25.847,0.192,0.631,0.461,0.861,4581.619,87.662,0.136,0.276,74.397,0.963,785.382,0.151,1.639,0.314,0.062,0.3,3.57,1.684,0.56,0.011,0.011,683.097,11.039,19.532,36.359,21.585,11.525,37.403,43.49,83.944,0.216,0.131,1.265,0.072,46.975,0.263,72.33,0.498,0.901,9.564,2.606,0.001,5.9309,8.4994,6.2954,0.38185,683,260.80355
"3778",0.708,28.685,0.259,4.47,0.69,3.27,884.286,63.071,0.162,0.395,31.155,0.895,619.21,0.299,1.577,0.389,0.235,3.506,2.268,2.845,0.511,0.042,0.042,604.065,32.945,14.23,8.216,28.764,22.652,37.308,45.716,13.298,0.641,0.277,1.212,0.49,7.522,1.063,63.81,0.539,0.122,1.809,6.161,0,1.6338,2.6254,2.151,0.01223,604,7.38692
"3779",0.678,22.019,0.157,1.575,0.949,3.598,4119.391,63.675,0.419,0.334,100.234,0.623,665.221,0.101,1.025,0.416,0.158,3.837,5.109,0.718,0.284,0.088,0.088,796.274,19.984,15.589,59.741,15.397,6.555,40.995,38.615,59.251,0.807,0.404,1.192,0.618,40.506,3.129,32.013,0.533,0.298,1.173,7.663,0.001,2.1745,0.15785,0.1209,0.00071596,797,0.57062012
"3780",0.735,16.245,0.344,3.565,0.967,0.859,1651.407,69.171,0.092,0.328,51.512,0.948,853.579,0.279,1.729,0.324,0.208,1.301,3.43,0.589,0.489,0.023,0.023,780.836,14.454,18.622,105.351,23.414,8.235,16.707,35.134,62.632,0.999,0.796,1.539,0.758,55.513,2.479,35.975,0.389,0.32,10.773,7.191,0.001,2.2376,0.98032,0.73202,0.0050408,781,3.9368648
"3781",0.788,25.806,0.294,0.645,0.488,0.129,3583.154,90.69,0.213,0.194,139.19,0.038,579.948,0.212,1.215,0.299,0.087,3.37,4.843,0.774,0.224,0.021,0.021,673.369,26.337,7.297,126.217,12.41,4.879,28.724,10.23,18.474,0.41,0.723,1.753,0.109,4.061,3.71,39.932,1.275,0.425,7.488,9.729,0.001,6.3013,1.2943,0.82698,0.028341,674,19.101834
"3782",0.73,28.505,0.2,2.746,0.526,3.695,3289.341,81.01,0.751,0.234,28.734,0.849,670.769,0.119,1.423,0.334,0.102,3.106,1.164,0.253,0.256,0.014,0.014,840.431,31.487,29.853,51.854,5.143,23.467,5.797,42.154,25.238,0.723,0.729,1.681,0.228,43.212,2.533,0.903,0.998,0.21,12.536,5.123,0.001,4.6419,3.2716,2.2032,0.01396,841,11.74036
"3783",0.606,16.416,0.352,3.849,0.886,0.185,3155.151,64.93,0.031,0.261,19.243,0.39,637.946,0.176,1.633,0.379,0.217,0.656,0.741,0.792,0.627,0.072,0.072,929.756,25.476,27.006,80.059,25.924,9.169,36.543,22.488,59.031,0.624,0.313,1.029,0.644,58.249,1.818,20.574,0.191,0.158,8.471,2.381,0.001,1.9177,0.71062,0.53555,0.0071809,930,6.678237
"3784",0.754,17.011,0.481,0.696,0.956,1.898,3942.656,81.525,0.636,0.157,107.4,0.693,694.642,0.289,1.738,0.372,0.075,0.766,0.518,2.778,0.775,0.074,0.074,782.783,23.108,33.611,68.626,15.617,9.596,31.163,3.181,65.41,0.488,0.283,1.684,0.607,59.67,3.091,3.358,0.366,0.758,11.92,7.45,0.001,4.9638,37.046,22.84,0.40544,783,317.45952
"3785",0.634,11.797,0.569,4.464,0.606,4.134,525.484,69.119,0.736,0.394,53.63,0.082,751.479,0.204,0.938,0.281,0.168,0.353,2.055,2.872,0.115,0.074,0.074,653.388,34.881,6.986,28.163,11.749,10.983,9.75,24.067,28.095,0.308,0.406,1.411,0.255,17.168,0.545,25.011,0.18,0.361,2.073,1.874,0,2.3096,2.6972,2.1217,0.033972,654,22.217688
"3786",0.702,15.433,0.358,2.621,0.102,0.092,2805.053,78.975,0.275,0.262,29.413,0.833,891.189,0.123,1.262,0.275,0.171,2.175,3.134,2.666,0.281,0.019,0.019,659.704,27.474,25.617,61.396,7.029,4.367,14.557,19.693,32.132,0.331,0.675,1.42,0.558,4.165,4.371,45.17,0.805,1,1.885,8.431,0.001,3.7151,5.2515,3.9821,0.055334,660,36.52044
"3787",0.697,19.169,0.068,0.908,0.265,1.068,4618.396,73.31,0.481,0.064,61.006,0.364,592.239,0.271,1.251,0.364,0.1,0.972,1.596,1.262,0.804,0.019,0.019,772.882,26.272,16.325,94.408,22.657,22.287,27.698,44.534,63.915,0.88,0.704,1.575,0.42,38.778,1.67,59.75,0.854,0.751,14.716,2.975,0.001,3.5406,9.1008,6.7269,0.062161,773,48.050453
"3788",0.707,17.866,0.504,0.599,0.995,2.692,3273.189,86.509,0.357,0.084,67.822,0.823,745.746,0.226,1.135,0.359,0.225,1.463,4.112,2.652,0.885,0.08,0.08,701.132,29.723,9.462,124.635,24.363,11.885,41.798,21.595,39.826,0.574,0.753,1.568,0.169,31.75,3.048,44.023,0.047,0.368,7.454,4.27,0.001,5.0673,12.115,8.5024,0.1723,702,120.9546
"3789",0.777,10.083,0.13,2.458,0.656,1.277,2957.445,65.115,0.467,0.469,69.695,0.278,849.634,0.231,1.227,0.352,0.15,2.014,0.969,2.138,0.223,0.058,0.058,675.779,34.023,7.449,68.921,6.452,22.973,25.587,42.296,83.508,0.854,0.175,1.258,0.751,1.656,0.121,60.595,1.168,0.122,13.621,3.88,0.001,2.1973,1.2993,1.0127,0.0065321,676,4.4156996
"3790",0.668,30.491,0.136,2.466,0.103,4.183,4156.481,89.926,0.178,0.147,22.718,0.292,758.582,0.205,1.611,0.255,0.226,3.375,4.679,1.823,0.889,0.047,0.047,916.022,6.356,19.332,143.854,25.805,13.23,28.715,9.334,76.066,0.525,0.498,1.228,0.298,36.349,4.842,59.651,0.912,0.719,7.442,0.068,0.001,5.382,5.0741,3.3628,0.081763,916,74.894908
"3791",0.693,34.751,0.503,1.937,0.938,1.719,234.386,68.362,0.258,0.369,33.759,0.268,898.187,0.283,0.921,0.419,0.114,2.118,2.297,0.374,0.961,0.096,0.096,867.768,13.095,22.355,73.733,8.569,15.821,17.282,1.763,35.53,0.217,0.371,1.355,0.92,43.04,4.233,23.949,0.084,0.828,3.882,5.518,0.001,2.9723,1.2397,0.77461,0.014358,868,12.462744
"3792",0.667,19.388,0.454,3.307,0.87,2.51,521.901,66.564,0.956,0.03,112.75,0.688,796.097,0.139,0.91,0.286,0.075,1.574,1.582,0.208,0.242,0.029,0.029,840.566,26.58,14.022,54.636,14.303,8.666,30.395,34.106,53.718,0.908,0.388,1.13,0.233,56.453,3.526,53.453,0.278,0.706,3.606,9.767,0,2.7824,1.476,1.1877,0.0087692,841,7.3748972
"3793",0.628,32.994,0.364,0.843,0.284,4.669,144.01,71.944,0.355,0.42,109.339,0.668,579.102,0.237,1.474,0.332,0.089,0.897,1.15,1.363,0.442,0.075,0.075,838.244,20.758,29.774,7.311,28.77,3.003,16.414,8.799,26.38,0.988,0.431,1.672,0.486,39.905,4.031,4.524,1.164,0.284,3.969,4.616,0,3.3888,1.9514,1.2945,0.0040372,838,3.3831736
"3794",0.664,22.539,0.444,1.564,0.518,2.662,67.771,63.372,0.688,0.453,101.981,0.082,514.276,0.218,0.89,0.343,0.2,1.758,5.981,2.54,0.812,0.076,0.076,866.011,8.231,30.444,64.127,32.354,4.925,13.925,42.145,42.291,0.082,0.624,0.973,0.491,45.411,2.618,76.987,0.557,0.334,4.561,2.036,0.001,1.6734,1.4549,1.1553,0.10508,867,91.10436
"3795",0.653,24.846,0.543,0.262,0.206,4.683,3563.343,90.177,0.081,0.264,100.457,0.983,633.188,0.103,1.04,0.327,0.213,1.005,5.41,0.123,0.294,0.068,0.068,855.509,13.475,7.101,81.028,28.444,23.248,17.761,20.704,60.023,0.161,0.366,1.382,0.967,59.389,3.318,73.261,1.22,0.74,12.071,6.967,0.001,5.6016,0.11807,0.078312,0.0038311,856,3.2794216
"3796",0.627,26.007,0.496,4.594,0.781,4.352,4919.598,86.648,0.308,0.42,6.393,0.018,500.053,0.292,1.614,0.389,0.137,1.499,1.161,2.939,0.149,0.065,0.065,906.75,5.629,31.351,39.859,28.959,8.643,6.434,29.157,45.331,0.068,0.154,1.245,0.204,35.949,1.044,56.457,0.907,0.024,11.415,5.699,0,5.4736,11.876,8.1703,0.84502,907,766.43314
"3797",0.674,12.532,0.243,0.994,0.587,4.81,2461.936,68.891,0.907,0.157,78.016,0.994,805.415,0.206,1.072,0.262,0.155,1.829,2.379,2.667,0.13,0.048,0.048,829.224,14.035,6.206,21.694,8.467,19.358,20.551,37.19,19.659,0.91,0.562,1.409,0.405,35.375,2.497,6.168,0.797,0.633,2.972,9.667,0,2.2971,0.93109,0.68209,0.0018922,830,1.570526
"3798",0.72,27.618,0.549,3.071,0.792,3.828,3931.952,62.008,0.333,0.331,89.035,0.404,833.659,0.167,0.996,0.377,0.066,2.32,0.401,1.125,0.191,0.044,0.044,655.058,29.29,5.617,23.492,31.522,16.218,10.108,35.486,75.891,0.747,0.663,0.968,0.395,14.793,0.067,43.095,1.431,0.201,10.523,5.402,0,2.449,3.5969,3.0025,0.044183,656,28.984048
"3799",0.68,34.14,0.48,1.72,0.101,4.203,2238.232,90.219,0.408,0.385,78.626,0.198,809.367,0.229,0.907,0.289,0.141,0.662,5.593,2.623,0.13,0.031,0.031,816.218,19.34,22.605,108.263,5.742,16.793,10.43,35.746,23.724,0.679,0.389,1.066,0.97,1.881,3.813,77.129,0.108,0.088,13.439,7.479,0,5.779,2.1704,1.5228,0.028427,817,23.224859
"3800",0.779,10.601,0.46,0.342,0.413,4.045,3107.423,75.457,0.213,0.419,96.439,0.352,537.878,0.222,1.676,0.28,0.203,1.68,2.727,2.984,0.221,0.024,0.024,708.587,12.651,31.508,65.859,18.401,3.873,33.447,7.713,61.511,0.199,0.257,1.573,0.224,55.356,0.838,74.682,0.124,0.296,6.482,9.99,0.001,2.9433,2.2241,1.6586,0.042179,709,29.904911
"3801",0.705,27.689,0.174,4.346,0.16,1.08,2520.792,90.626,0.15,0.146,98.387,0.149,895.312,0.268,1.709,0.424,0.06,2.371,3.117,0.249,0.28,0.053,0.053,930.259,32.924,17.812,107.58,12.137,9.297,28.515,36.552,33.772,0.698,0.501,1.207,0.263,47.777,1.988,4.109,0.026,0.247,12.891,9.72,0,6.5531,0.41009,0.27195,0.0044888,931,4.1790728
"3802",0.653,29.329,0.247,3.241,0.794,1.91,4951.312,86.068,0.445,0.164,99.842,0.079,760.053,0.207,1.049,0.354,0.225,3.636,1.784,1.242,0.592,0.016,0.016,957.693,24.526,6.057,37.033,25.065,16.304,34.619,7.437,85.329,0.071,0.299,0.946,0.74,56.186,3.68,0.784,0.185,0.876,1.816,3.086,0.001,4.8341,33.995,23.305,1.8238,958,1747.2004
"3803",0.695,20.272,0.125,0.312,0.57,3.855,1099.924,85.877,0.217,0.428,86.317,0.414,751.686,0.236,0.888,0.281,0.165,1.008,1.136,1.7,0.35,0.018,0.018,826.955,33.451,25.392,36.78,20.678,12.499,19.678,38.974,59.369,0.584,0.614,1.698,0.286,6.305,4.291,30.441,0.705,0.956,9.154,3.005,0,4.9086,13.356,8.9377,0.090594,827,74.921238
"3804",0.72,17.193,0.607,1.77,0.593,3.515,582.977,76.017,0.447,0.013,124.351,0.432,677.554,0.251,1.205,0.311,0.123,1.357,2.446,0.785,0.101,0.04,0.04,768.82,24.158,30.776,90.105,12.076,24.304,19.448,11.793,45.998,0.766,0.409,1.058,0.927,21.066,0.131,2.876,0.353,0.76,4.843,5.739,0.001,3.6824,0.70622,0.54137,0.008299,769,6.381931
"3805",0.785,34.469,0.521,0.607,0.536,4.349,1835.771,76.203,0.883,0.438,126.775,0.542,503.586,0.212,1.151,0.34,0.174,2.642,4.706,1.876,0.648,0.082,0.082,635.042,32.723,18.25,58.798,33.721,24.854,34.089,25.398,52.724,0.681,0.58,1.096,0.925,44.039,0.509,78.898,0.691,0.898,4.177,9.447,0.001,3.4437,2.6438,2.0599,0.040539,636,25.782804
"3806",0.628,22.542,0.385,1.676,0.702,2.041,3341.208,76.77,0.996,0.401,108.894,0.299,805.965,0.276,1.614,0.266,0.234,0.809,5.721,2.136,0.907,0.1,0.1,702.389,8.17,17.568,128.777,20.374,4.419,5.401,34.018,9.461,0.158,0.124,1.284,0.309,41.071,1.368,20.252,0.466,0.211,8.971,3.542,0.001,3.0643,5.4992,4.0913,0.16472,703,115.79816
"3807",0.662,11.932,0.463,0.038,0.33,4.941,4915.066,74.879,0.115,0.219,107.545,0.698,899.79,0.257,1.224,0.42,0.192,2.416,2.975,1.755,0.175,0.068,0.068,785.327,9.175,30.05,105.467,9.81,11.031,43.98,25.365,36.848,0.221,0.661,1.261,0.307,1.636,0.916,69.158,1.457,0.199,10.214,0.784,0.001,3.3727,0.53973,0.39736,0.0096674,786,7.5985764
"3808",0.62,31.899,0.52,4.828,0.535,3.223,2675.187,84.442,0.348,0.308,63.099,0.211,539.481,0.268,1.214,0.357,0.051,2.387,4.363,0.974,0.466,0.048,0.048,855.889,21.392,18.778,6.919,19.442,15.349,18.988,43.606,35.544,0.605,0.182,1.631,0.397,39.386,2.896,60.379,1.27,0.226,5.619,7.689,0,5.4807,4.8353,3.164,0.028011,856,23.977416
"3809",0.624,22.739,0.11,3.948,0.632,0.051,1005.085,69.335,0.126,0.017,31.249,0.52,587.594,0.179,1.332,0.336,0.052,3.548,2.646,0.305,0.81,0.062,0.062,868.425,9.306,12.837,17.035,28.202,15.667,42.598,49.038,47.546,0.276,0.187,1.207,0.403,20.574,2.462,13.582,0.769,0.012,5.772,1.128,0,3.4141,0.56368,0.40299,0.0069691,869,6.0561479
"3810",0.77,26.073,0.324,2.479,0.401,0.52,2497.548,84.793,0.901,0.091,94.825,0.832,698.043,0.237,0.893,0.386,0.071,1.503,1.978,2.914,0.663,0.089,0.089,629.538,12.698,18.244,89.239,9.771,15.238,34.61,35.383,51.543,0.715,0.484,1.563,0.572,37.695,1.06,50.284,1.372,0.304,14.14,5.006,0,5.5849,34.814,24.2,0.28064,630,176.8032
"3811",0.607,33.844,0.31,4.386,0.399,1.258,216.178,76.483,0.918,0.256,73.679,0.012,711.256,0.213,0.894,0.296,0.057,2.595,5.946,0.552,0.183,0.018,0.018,847.891,10.206,19.428,118.531,18.506,2.546,28.242,41.552,84.944,0.026,0.395,1.417,0.528,27.415,3.088,27.789,0.425,0.313,7.019,0.054,0,4.2098,1.7118,1.2112,0.13551,848,114.91248
"3812",0.707,31.029,0.096,1.486,0.441,3.325,2203.392,85.237,0.422,0.345,47.512,0.367,889.433,0.213,1.583,0.308,0.118,2.869,3.963,1.467,0.479,0.048,0.048,885.677,17.289,18.619,59.822,25.65,22.155,24.273,32.779,2.238,0.343,0.545,1.534,0.782,0.071,3.187,43.914,0.893,0.056,0.451,1.299,0,5.0771,2.3716,1.5584,0.048933,886,43.354638
"3813",0.682,27.22,0.437,2.616,0.607,3.847,2753.028,72.549,0.915,0.045,139.9,0.295,708.851,0.188,1.706,0.313,0.121,3.366,2.165,2.453,0.42,0.043,0.043,959.881,16.452,33.39,19.74,6.205,12.904,14.78,46.358,1.543,0.903,0.56,1.385,0.157,50.194,3.502,1.308,0.951,0.7,11.257,7.273,0.001,3.2569,8.4404,6.1358,0.02455,960,23.568
"3814",0.756,19.722,0.519,4.148,0.288,3.556,2585.034,90.333,0.539,0.453,136.52,0.475,659.85,0.259,0.871,0.365,0.181,3.664,4.99,1.465,0.477,0.053,0.053,691.299,8.773,12.801,133.024,26.262,20.154,24.037,32.993,32.908,0.613,0.317,1.002,0.52,56.803,0.031,65.255,1.461,0.819,6.104,4.205,0,5.757,7.9302,5.8244,0.2355,692,162.966
"3815",0.765,29.84,0.553,3.567,0.554,1.533,2459.122,83.85,0.082,0.422,111.429,0.648,531.548,0.2,1.718,0.315,0.059,0.931,1.324,1.678,0.42,0.089,0.089,989.5,9.762,26.97,69.149,15.665,3.193,12.002,14.576,32.891,0.127,0.713,1.549,0.896,50.777,0.045,37.435,1.206,0.747,13.241,5.948,0,5.3353,5.4254,3.4424,0.15406,990,152.5194
"3816",0.659,27.129,0.387,2.062,0.581,2.093,575.814,88.44,0.823,0.215,122.001,0.053,646.146,0.189,1.707,0.287,0.23,0.551,3.592,2.287,0.444,0.088,0.088,842.548,31.714,32.883,99.606,27.815,6.048,26.077,10.774,48.833,0.795,0.48,1.202,0.679,34.427,4.451,55.088,1.109,0.046,4.119,3.802,0.001,5.0409,9.8678,6.7883,0.090953,843,76.673379
"3817",0.666,29.658,0.542,0.48,0.682,0.693,4517.112,90.259,0.95,0.063,81.677,0.811,736.272,0.146,1.449,0.271,0.138,1.343,4.955,2.719,0.559,0.013,0.013,751.273,11.387,8.1,104.656,27.346,10.785,11.478,22.673,3.467,0.676,0.414,1.392,0.907,9.671,3.762,72.408,0.079,0.753,6.794,0.994,0,5.7341,27.405,17.722,0.50806,752,382.06112
"3818",0.696,24.167,0.118,0.209,0.76,4.987,3871.779,67.56,0.301,0.193,107.385,0.138,688.435,0.239,1.123,0.335,0.091,1.043,4.51,1.653,0.544,0.04,0.04,714.818,32.958,18.855,116.101,14.043,9.615,22.445,18.358,88.26,0.687,0.316,1.712,0.398,3.562,4.981,76.174,0.502,0.886,12.746,9.844,0.001,2.9638,1.2337,0.93595,0.0096971,715,6.9334265
"3819",0.795,20.96,0.586,1.447,0.381,4.055,3375.933,83.317,0.079,0.221,78.098,0.425,589.908,0.166,0.991,0.271,0.231,0.266,2.836,1.979,0.559,0.081,0.081,674.58,26.188,17.802,55.909,31.187,7.147,6.687,22.718,47.205,0.698,0.19,1.276,0.468,11.706,0.843,49.155,1.087,0.351,6.539,2.693,0.001,4.0486,5.6043,4.1208,0.037793,675,25.510275
"3820",0.661,15.459,0.359,1.517,0.521,3.838,2481.372,84.031,0.194,0.175,139.508,0.543,883.851,0.234,0.919,0.265,0.226,3.153,3.811,2.512,0.322,0.078,0.078,948.354,18.849,13.06,15.327,8.838,14.111,21.482,6.373,37.784,0.102,0.778,1.448,0.697,0.85,1.223,14.292,0.321,0.083,11.366,4.183,0,4.1881,4.5315,2.8864,0.060226,949,57.154474
"3821",0.706,34.549,0.522,1.539,0.618,2.598,250.257,74.126,0.13,0.234,92.023,0.192,580.172,0.178,0.861,0.278,0.231,2.438,0.263,0.395,0.829,0.067,0.067,972.288,31.009,23.65,12.531,5.486,8.694,43.037,31.427,65.08,0.571,0.118,1.155,0.389,12.155,4.664,66.232,0.783,0.078,10.005,9.652,0.001,2.6802,2.822,2.0714,0.0083063,972,8.0737236
"3822",0.659,21.648,0.453,2.952,0.471,1.158,729.916,70.062,0.73,0.016,129.588,0.45,740.79,0.198,1.282,0.336,0.137,0.61,5.884,2.259,0.922,0.028,0.028,622.407,14.227,30.093,32.916,31.925,23.712,27.497,43.538,6.361,0.266,0.744,0.928,0.574,59.985,3.939,76.281,1.284,0.693,9.102,6.142,0.001,2.8071,10.763,9.1925,0.38918,623,242.45914
"3823",0.723,20.892,0.423,1.293,0.494,0.354,1976.074,70.983,0.544,0.072,18.488,0.315,758.77,0.158,1.688,0.288,0.196,2.879,3.641,1.993,0.455,0.081,0.081,608.263,14.717,15.193,27.759,24.248,4.933,27.672,16.436,17.35,0.581,0.665,0.938,0.929,13.272,2.179,13.222,0.183,0.864,1.685,4.017,0,2.455,1.2547,1.03,0.011768,609,7.166712
"3824",0.695,34.863,0.393,2.627,0.521,0.41,2994.184,65.343,0.848,0.194,103.586,0.863,746.738,0.137,1.712,0.392,0.103,1.836,5.504,1.6,0.124,0.044,0.044,811.314,16.901,22.046,140.04,6.786,24.37,10.526,28.888,73.18,0.825,0.25,1.088,0.442,49.789,1.263,13.156,0.357,0.764,12.581,1.415,0,2.636,0.36426,0.29133,0.0036484,812,2.9625008
"3825",0.626,21.548,0.489,2.539,0.448,2.406,1780.702,85.792,0.87,0.042,70.166,0.701,713.134,0.226,1.091,0.284,0.12,3.125,3.717,0.737,0.192,0.071,0.071,943.904,15.737,10.46,48.14,19.08,10.464,33.054,34.97,15.691,0.531,0.504,1.672,0.189,15.672,1.589,22.135,1.308,0.936,11.705,6.958,0.001,5.1252,1.4163,0.92015,0.013827,944,13.052688
"3826",0.657,11.02,0.16,1.835,0.213,4.601,4395.251,73.247,0.527,0.061,97.666,0.742,876.321,0.111,1.213,0.42,0.128,2.932,0.701,0.412,0.785,0.084,0.084,996.606,20.563,27.932,106.863,20.294,18.935,5.631,46.701,36.782,0.667,0.411,1.063,0.43,41.98,4.014,52.569,1.19,0.22,14.897,5.106,0,3.4518,1.5297,1.1191,0.013107,997,13.067679
"3827",0.65,29.593,0.382,4.378,0.305,0.691,589.601,68.446,0.388,0.415,52.852,0.351,862.084,0.234,1.534,0.413,0.136,1.861,4.563,2.928,0.585,0.028,0.028,725.266,23.551,28.444,143.11,28.712,18.145,13.556,32.957,69.474,0.768,0.351,0.886,0.987,17.244,0.696,70.967,0.969,0.913,8.416,2.038,0,2.7495,5.837,4.9308,0.11671,726,84.73146
"3828",0.674,10.747,0.575,2.332,0.737,1.246,3194.49,70.593,0.263,0.104,114.629,0.555,743.98,0.196,1.064,0.356,0.115,3.744,0.397,2.824,0.926,0.034,0.034,799.551,20.855,29.502,134.044,33.897,15.292,14.38,41.432,48.21,0.507,0.508,1.456,0.618,39.515,3.705,7.159,1.245,0.764,12.772,6.718,0,3.1483,62.636,47.005,1.4628,800,1170.24
"3829",0.716,16.876,0.159,3.119,0.624,1.619,4982.86,76.186,0.562,0.411,106.475,0.854,581.972,0.161,1.749,0.319,0.129,3.49,2.583,1.289,0.446,0.077,0.077,681.404,9.89,13.022,74.972,10.744,24.659,31.657,45.978,76.401,0.839,0.789,1.042,0.585,22.03,0.898,6.552,0.095,0.035,9.616,1.75,0.001,3.6384,1.8352,1.3938,0.013372,682,9.119704
"3830",0.761,10.935,0.382,2.489,0.746,0.823,2210.227,64.034,0.673,0.029,119.078,0.889,657.425,0.27,1.727,0.345,0.238,2.632,2.033,0.835,0.231,0.06,0.06,969.159,13.152,30.854,50.053,27.763,4.847,5.673,18.138,70.793,0.636,0.53,1.535,0.608,14.283,0.535,36.411,0.846,0.93,12.139,4.626,0.001,1.621,0.39901,0.27429,0.0025294,970,2.453518
"3831",0.622,34.332,0.313,2.553,0.931,2.98,141.428,77.16,0.041,0.041,115.031,0.723,735.586,0.246,1.161,0.426,0.208,1.786,5.22,1.665,0.326,0.085,0.085,957.674,21.442,8.48,115.755,31.54,24.035,13.71,5.974,13.095,0.553,0.471,1.105,0.94,31.306,4.445,6.005,0.963,0.128,14.704,7.454,0,3.5764,0.8012,0.5505,0.0096569,958,9.2513102
"3832",0.697,22.254,0.079,3.414,0.851,1.029,1460.801,65.211,0.839,0.318,110.558,0.94,812.316,0.147,1.285,0.343,0.13,0.023,4.952,1.408,0.124,0.055,0.055,671.216,19.162,11.791,85.491,5.016,21.417,42.6,23.065,28.899,0.138,0.677,0.896,0.836,0.532,0.192,27.539,0.622,0.771,10.901,9.731,0.001,2.3003,0.19099,0.1596,0.0085414,672,5.7398208
"3833",0.644,30.183,0.262,1.993,0.885,2.672,2963.08,87.056,0.085,0.03,87.184,0.919,557.218,0.124,0.893,0.381,0.239,1.112,5.404,2.662,0.761,0.038,0.038,654.596,34.986,34.164,133.372,26.208,18.462,24.562,2.752,62.731,0.856,0.634,1.547,0.14,47.332,2.821,15.549,0.421,0.255,5.609,5.18,0,5.0407,10.295,6.6988,0.11778,655,77.1459
