"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","CN_f","uslec_c","uslec_f","MNGN","depth","COVMAX","HTMAX","holdup","bd1","bd2","bd3","bd4","fc","WP","OC","dep","app_rate","app_eff","PLDKRT","DWRATE","DSRATE","koc","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf"
"4541",0.6,27.817,0.27,0.886,0.838,2.498,3658.542,68.912,83.551,0.455,0.371,0.02,37.178,0.251,732.916,0.232,1.284,0.955,1.301,1.17,1.462,0.42,0.076,2.348,4.449,1.565,0.627,0.556,0.556,0.038,781.538,33.173,31.534,15.188,8.375,23.676,12.939,1.802,10.272,0.292,0.418,1.196,0.921,20.599,2.839,1.895,0.228,0.118,11.036,1.997
"4542",0.657,10.091,0.131,3.824,0.991,3.128,2442.602,89.188,86.029,0.413,0.809,0.218,108.919,0.746,716.353,0.171,1.426,1.162,1.078,1.498,1.217,0.348,0.169,2.604,4.318,2.449,0.258,0.304,0.304,0.021,932.373,6.361,22.668,61.116,8.708,14.293,19.587,13.634,24.449,0.112,0.667,1.066,0.256,14.544,1.599,42.696,1.478,0.567,4.687,9.009
"4543",0.733,10.953,0.069,2.279,0.765,0.198,3484.344,88.008,82.747,0.034,0.253,0.324,54.518,0.333,763.902,0.138,1.586,1.178,1.479,1.656,1.485,0.376,0.091,0.595,5.491,2.161,0.669,0.614,0.614,0.012,670.17,5.555,11.966,76.82,27.911,3.591,24.451,14.499,7.134,0.309,0.368,0.962,0.68,27.185,1.384,72.294,0.987,0.308,5.066,1.687
"4544",0.644,26.333,0.304,1.31,0.639,4.316,172.861,81.817,83.022,0.64,0.848,0.455,23.945,0.156,640.876,0.159,0.918,1.383,1.47,1.73,1.166,0.293,0.133,2.189,4.02,0.57,0.944,0.317,0.317,0.074,706.399,23.412,27.874,29.701,21.528,14.052,39.371,14.531,9.159,0.422,0.607,1.478,0.056,27.135,4.68,73.73,0.436,0.478,10.397,8.317
"4545",0.783,15.77,0.235,3.945,0.168,3.965,4167.208,88.773,83.884,0.18,0.004,0.335,21.848,0.932,712.348,0.124,1.125,1.339,1.131,1.13,1.048,0.397,0.21,3.065,2.736,1.394,0.91,0.585,0.585,0.063,752.404,9.593,12.876,53.035,27.955,15.062,12.154,12.015,43.587,0.08,0.405,1.619,0.021,43.176,3.426,8.272,1.241,0.115,1.209,8.289
"4546",0.79,24.884,0.533,2.234,0.492,2.538,1685.018,79.184,85.153,0.327,0.522,0.431,51.952,0.307,568.604,0.162,1.683,1.085,1.56,1.181,0.904,0.37,0.206,2.512,0.173,2.135,0.363,0.535,0.535,0.071,849.845,34.461,28.937,71.368,6.425,0.554,39.463,7.381,5.035,0.992,0.104,1.065,0.399,48.807,4.075,62.554,0.771,0.137,11.932,9.125
"4547",0.768,26.991,0.126,3.268,0.478,2.451,4796.778,77.588,86.705,0.658,0.533,0.258,94.654,0.205,822.171,0.22,1.129,1.51,1.702,1.203,0.993,0.38,0.081,1.056,4.127,1.438,0.727,0.401,0.401,0.012,829.631,7.327,18.276,20.413,13.537,11.75,35.941,1.339,80.773,0.86,0.298,1.61,0.911,0.453,2.53,24.245,0.367,0.74,7.911,2.348
"4548",0.75,11.969,0.555,4.319,0.138,4.613,4343.565,76.949,82.18,0.846,0.52,0.426,85.411,0.161,589.523,0.246,1.282,1.661,1.625,1.183,1.497,0.277,0.129,2.049,5.818,0.388,0.576,0.379,0.379,0.015,996.323,22.538,20.573,21.774,28.798,5.269,20.878,28.189,30.767,0.678,0.405,1.122,0.76,22.888,2.372,64.356,1.228,0.533,2.244,3.377
"4549",0.692,18.231,0.288,4.933,0.799,1.142,594.695,69.82,82.399,0.082,0.464,0.219,35.061,0.901,582.784,0.127,1.58,0.951,1.691,1.427,1.01,0.32,0.182,2.793,4.133,1.78,0.779,0.439,0.439,0.046,981.155,25.896,30.483,85.762,17.835,16.53,13.778,34.654,33.364,0.446,0.115,1.328,0.329,18.799,2.735,0.461,0.236,0.123,11.392,1.699
"4550",0.761,13.572,0.592,4.752,0.394,0.558,3312.454,82.831,82.092,0.235,0.125,0.437,21.779,0.763,792.872,0.125,1.386,1.318,1.455,1.156,0.943,0.327,0.157,0.787,5.208,0.104,0.582,0.628,0.628,0.049,824.688,9.344,8.151,118.263,32.25,14.271,13.274,43.881,31.102,0.339,0.307,1.008,0.504,39.86,0.657,76.049,1.264,0.808,10.749,4.79
"4551",0.622,28.049,0.088,1.909,0.282,4.161,2502.224,88.867,82.545,0.569,0.185,0.027,4.045,0.103,780.854,0.145,1.155,1.47,1.683,0.966,1.352,0.338,0.171,3.186,1.724,1.024,0.211,0.145,0.145,0.061,692.384,8.832,23.066,41.723,22.096,21.705,30.968,14.115,60.92,0.927,0.183,1.651,0.764,29.039,1.781,40.46,0.409,0.012,4.342,3.621
"4552",0.685,17.726,0.373,0.439,0.452,1.608,4403.897,62.403,83.124,0.787,0.009,0.468,69.928,0.721,785.382,0.167,1.466,1.451,1.527,1.166,1.696,0.369,0.087,0.459,1.24,2.95,0.841,0.227,0.227,0.096,703.625,19.856,5.806,28.988,27.698,10.959,13.292,34.205,11.475,0.188,0.472,1.029,0.753,33.162,3.653,77.945,0.249,0.378,1.131,3.1
"4553",0.644,12.797,0.252,3.688,0.797,4.617,3878.143,87.138,84.068,0.356,0.431,0.16,75.582,0.374,843.659,0.212,1.397,1.482,1.038,1.142,1.371,0.308,0.117,3.2,4.428,2.706,0.913,0.451,0.451,0.059,943.278,6.66,18.853,13.445,32.797,7.072,11.972,46.805,66.763,0.488,0.422,1.409,0.657,21.659,3.315,42.978,0.412,0.241,4.918,8.32
"4554",0.648,34.856,0.218,3.151,0.141,2.876,3160.488,84.994,87.27,0.16,0.904,0.06,37.418,0.626,521.467,0.125,1.466,1.431,1.552,1.692,1.567,0.405,0.067,0.343,5.602,0.16,0.442,0.284,0.284,0.099,878.043,24.851,16.948,61.357,8.724,1.073,28.026,37.946,52.211,0.554,0.588,1.683,0.656,6.394,1.144,21.276,1.366,0.02,14.482,0.636
"4555",0.631,17.711,0.223,2.775,0.946,1.423,16.918,78.463,84.472,0.52,0.117,0.198,76.467,0.163,759.778,0.27,1.202,1.049,1.268,1.576,1.438,0.34,0.132,2.762,0.433,0.311,0.75,0.318,0.318,0.043,606.206,28.694,10.729,64.58,14.126,8.536,41.524,27.606,68.619,0.546,0.312,1.604,0.543,30.469,4.567,24.695,0.943,0.633,9.078,7.8
"4556",0.695,10.855,0.19,0.451,0.542,4.867,117.908,89.34,84.193,0.468,0.174,0.227,107.746,0.621,590.427,0.277,1.516,1.363,1.552,0.88,1.271,0.413,0.202,0.71,1.631,2.132,0.901,0.111,0.111,0.053,674.084,13.505,25.622,134.305,10.932,4.46,19.927,16.776,81.846,0.025,0.602,1.574,0.961,56.634,2.269,39.672,1.466,0.046,8.129,9.985
"4557",0.607,32.373,0.41,2.804,0.303,0.931,1863.538,65.677,84.655,0.448,0.28,0.384,136.392,0.776,694.814,0.118,1.401,1.048,0.971,1.626,0.948,0.313,0.221,1.78,4.798,1.272,0.452,0.153,0.153,0.032,985.83,20.532,20.096,94.535,16.6,1.016,22.065,19.083,56.817,0.866,0.209,1.099,0.071,6.925,2.768,53.317,0.569,0.528,6.834,6.177
"4558",0.607,15.725,0.327,1.358,0.508,0.109,3823.846,76.847,85.148,0.1,0.402,0.166,114.18,0.405,523.179,0.15,1.114,1.059,0.983,1.423,1.29,0.402,0.103,0.835,0.42,1.135,0.425,0.63,0.63,0.076,949.803,31.565,20.708,61.985,14.975,23.546,33.576,29.04,47.445,0.43,0.517,1.255,0.526,55.318,4.583,47.297,0.203,0.139,9.31,6.267
"4559",0.651,12.614,0.551,0.037,0.625,0.367,3554.886,74.628,85.687,0.825,0.988,0.352,74.119,0.702,569.268,0.114,1.441,1.082,0.883,1.091,1.49,0.328,0.141,2.987,2.554,0.353,0.871,0.127,0.127,0.012,697.498,12.074,14.038,142.362,6.27,1.504,17.784,27.909,77.661,0.367,0.47,0.949,0.034,5.26,0.172,72.065,1.022,0.245,4.336,9.239
"4560",0.747,10.581,0.519,2.181,0.368,2.208,4655.644,69.601,82.868,0.35,0.656,0.367,17.975,0.367,788.355,0.267,1.482,0.942,1.338,1.348,1.76,0.399,0.198,3.822,0.605,0.604,0.268,0.617,0.617,0.073,614.906,23.519,32.415,55.451,24.649,21.512,29.253,31.059,23.871,0.514,0.166,1.108,0.2,49.852,2.256,62.835,1.112,0.658,6.385,2.247
"4561",0.67,24.702,0.149,0.314,0.877,2.366,3688.747,68.164,83.127,0.659,0.934,0.391,48.232,0.986,556.288,0.143,0.955,1.592,1.702,1.511,1.532,0.342,0.115,2.162,1.794,1.795,0.932,0.184,0.184,0.048,781.861,9.015,11.993,147.23,14.375,8.756,8.758,49.12,34.06,0.841,0.601,1.647,0.989,2.449,1.813,11.48,0.797,0.647,11.311,7.827
"4562",0.631,32.412,0.192,4.026,0.402,2.156,3983.151,80.915,83.254,0.436,0.751,0.284,79.282,0.66,878.786,0.107,1.448,1.743,0.926,1.703,1.277,0.379,0.174,2.147,0.574,0.192,0.244,0.401,0.401,0.1,643.846,15.568,24.946,103.2,14.508,14.216,40.062,18.952,73.2,0.208,0.33,1.085,0.566,12.748,3.818,79.514,1.342,0.315,9.839,4.102
"4563",0.794,14.626,0.632,1.556,0.623,0.913,2503.269,89.911,85.55,0.139,0.466,0.255,107.022,0.37,884.467,0.203,1.092,1.744,1.221,0.988,1.328,0.411,0.081,3.434,3.762,2.466,0.951,0.456,0.456,0.094,664.102,9.092,16.999,25.605,20.156,17.863,36.963,11.996,56.009,0.344,0.406,1.651,0.101,54.022,2.791,71.339,0.214,0.33,13.712,8.659
"4564",0.727,20.152,0.055,3.54,0.979,1.068,4016.537,74.545,86.231,0.965,0.66,0.435,45.961,0.573,879.414,0.149,1.128,1.522,1.375,1.558,1.39,0.279,0.088,0.763,0.895,0.622,0.554,0.422,0.422,0.083,978.281,19.601,12.102,45.323,17.118,12.075,39.344,11.053,31.668,0.458,0.112,0.913,0.569,55.491,4.997,44.083,0.52,0.088,11.693,7.112
"4565",0.605,22.765,0.534,3.066,0.366,3.184,3186.21,63.463,83.396,0.354,0.772,0.008,134.178,0.46,638.368,0.25,1.676,1.062,1.282,1.391,1.178,0.283,0.052,2.071,0.594,0.12,0.45,0.264,0.264,0.028,870.255,33.713,7.292,136.765,19.881,16.859,33.491,2.034,86.219,0.721,0.594,1.036,0.572,22.576,0.47,24.205,0.061,0.417,6.418,7.499
"4566",0.779,16.255,0.493,3.452,0.835,1.745,1998.043,78.819,85.259,0.769,0.367,0.277,55.538,0.991,549.198,0.293,1.014,1.1,1.718,1.267,1.075,0.413,0.099,1.056,1.399,1.259,0.592,0.233,0.233,0.055,703.294,6.198,26.06,117.215,6.447,6.058,16.457,43.425,80.921,0.355,0.62,1.645,0.277,3.552,2.297,47.266,0.541,0.838,6.596,3.813
"4567",0.623,25.183,0.338,0.925,0.924,2.67,4504.246,69.386,84.288,0.073,0.374,0.157,7.697,0.37,516.71,0.202,1.141,1.682,0.965,1.352,1.143,0.387,0.059,2.078,3.194,1.908,0.414,0.278,0.278,0.02,710.31,18.398,5.956,148.604,8.554,18.206,40.332,39.103,87.56,0.553,0.117,0.925,0.471,13.457,1.468,45.237,0.076,0.243,12.895,8.621
"4568",0.749,34.214,0.2,3.011,0.947,4.173,2573.654,63.699,85.396,0.268,0.732,0.068,58.186,0.886,746.972,0.185,1.431,1.43,1.058,1.211,1.749,0.256,0.219,0.509,5.52,0.758,0.199,0.284,0.284,0.067,783.443,21.492,14.579,92.431,14.516,10.912,21.808,45.368,38.939,0.531,0.574,1.421,0.637,57.941,0.817,32.952,0.96,0.535,0.962,2.115
"4569",0.783,15.716,0.109,2.135,0.933,4.967,850.05,64.935,87.281,0.72,0.169,0.117,8.38,0.643,643.568,0.196,0.914,1.007,1.122,1.102,1.079,0.295,0.193,2.808,4.072,0.671,0.312,0.395,0.395,0.063,920.662,9.102,5.548,144.788,21.706,1.794,5.339,45.737,19.081,0.131,0.131,1.444,0.757,16.082,0.504,40.668,0.137,0.751,12.495,5.03
"4570",0.769,12.44,0.267,1.231,0.685,3.658,713.599,71.954,86.449,0.243,0.285,0.246,72.122,0.909,772.127,0.107,1.641,1.256,1.387,0.861,1.578,0.353,0.199,2.841,5.426,0.367,0.175,0.476,0.476,0.073,854.064,27.66,11.879,114.498,29.844,20.97,5.262,20.46,7.439,0.426,0.666,1.492,0.484,14.199,2.569,68.453,0.604,0.612,4.519,9.433
"4571",0.671,26.359,0.43,1.299,0.473,4.332,715.527,76.927,87.613,0.945,0.341,0.042,15.639,0.693,601.081,0.218,1.696,0.965,1.353,1.729,1.576,0.251,0.183,3.329,4.935,0.716,0.602,0.652,0.652,0.022,832.396,12.54,13.884,146.085,17.639,6.688,38.705,42.096,13.663,0.986,0.31,0.932,0.956,42.873,4.992,59.056,0.053,0.982,7.121,3.734
"4572",0.748,16.041,0.406,1.579,0.983,3.866,4468.632,88.541,86.337,0.274,0.426,0.067,136.951,0.438,595.07,0.288,1.08,0.936,1.059,0.901,1.217,0.414,0.161,3.364,4.081,2.134,0.666,0.592,0.592,0.099,754.329,22.917,26.82,111.242,24.798,19.762,43.506,44.058,75.967,0.203,0.446,1.256,0.263,8.951,2.376,77.342,0.737,0.52,0.14,2.83
"4573",0.706,32.782,0.367,2.168,0.949,2.333,2499.685,76.175,86.44,0.343,0.514,0.221,15.106,0.796,838.831,0.28,1.016,1.008,1.048,1.739,1.672,0.296,0.137,0.219,2.512,2.86,0.564,0.337,0.337,0.078,935.902,19.657,33.751,137.086,28.811,9.766,32.438,43.085,32.226,0.481,0.124,1.005,0.26,47.761,4.638,66.995,0.724,0.412,12.577,6.347
"4574",0.715,25.915,0.305,4.536,0.199,0.172,2485.276,71.619,83.032,0.238,0.778,0.291,71.645,0.263,763.424,0.142,1.432,1.564,1.48,1.542,1.599,0.254,0.059,3.291,4.969,2.725,0.334,0.453,0.453,0.066,757.614,29.866,30.888,16.399,24.069,1.1,26.746,10.811,27.376,0.145,0.74,1.178,0.058,23.227,2.155,28.915,1.29,0.386,11.726,4.846
"4575",0.621,34.798,0.297,2.628,0.433,1.772,3563.108,80.09,85.052,0.768,0.156,0.426,9.108,0.146,704.067,0.124,1.088,1.194,1.658,1.264,1.484,0.252,0.173,1.376,4.705,1.704,0.531,0.277,0.277,0.097,678.957,24.482,21.782,7.233,12.456,18.965,12.436,19.119,80.489,0.441,0.582,1.738,0.634,36.924,0.468,34.868,1.3,0.898,3.724,9.003
"4576",0.725,21.573,0.25,0.43,0.397,2.971,3924.731,66.805,83.995,0.232,0.069,0.306,66.436,0.41,649.09,0.188,0.908,1.353,1.545,1.624,1.703,0.324,0.066,2.226,5.645,1.152,0.734,0.122,0.122,0.086,890.178,9.985,15.213,82.123,13.802,9.454,41.129,33.949,69.66,0.839,0.159,1.195,0.513,47.667,3.432,56.548,0.705,0.93,0.206,8.051
"4577",0.632,10.499,0.138,1.902,0.703,3.646,135.129,88.032,83.773,0.69,0.853,0.169,115.476,0.118,629.26,0.245,1.38,1.073,1.56,0.915,1.072,0.42,0.07,0.567,1.548,0.407,0.434,0.656,0.656,0.045,779.104,25.718,11.196,115.923,11.207,18.103,36.046,37.845,39.001,0.598,0.794,1.013,0.975,42.201,0.852,74.645,0.971,0.39,14.982,6.382
"4578",0.716,27.352,0.166,4.096,0.786,2.811,1693.45,86.372,87.06,0.386,0.776,0.155,134.608,0.704,606.016,0.173,1.738,0.869,1.678,1.338,0.97,0.349,0.068,2.104,0.536,2.044,0.65,0.131,0.131,0.097,672.236,27.7,31.552,106.176,26.196,5.844,31.622,27.704,67.957,0.483,0.231,1.182,0.345,27.35,3.601,31.793,1.226,0.673,14.789,9.907
"4579",0.798,18.213,0.486,0.871,0.977,2.21,2453.721,64.725,82.824,0.022,0.449,0.467,61.737,0.027,530.725,0.198,1.705,1.454,1.679,1.461,1.324,0.369,0.111,1.406,1.325,2.95,0.888,0.227,0.227,0.019,813.153,26.179,15.943,58.327,14.372,22.554,43.565,31.037,71.537,0.917,0.174,1.013,0.18,47.443,1.476,19.703,1.214,0.387,7.722,3.203
"4580",0.66,10.659,0.626,1.49,0.23,2.028,1551.808,67.024,86.849,0.92,0.058,0.232,17.405,0.561,892.54,0.246,1.27,1.257,1.163,1.081,1.105,0.405,0.099,2.918,3.186,1.893,0.409,0.468,0.468,0.034,981.037,9.975,9.517,109.746,32.094,14.79,34.732,40.305,54.236,0.164,0.443,1.271,0.869,37.716,2.557,7.553,0.229,0.268,1.822,8.755
"4581",0.653,17.173,0.217,4.601,0.996,2.739,4816.625,77.297,86.064,0.977,0.64,0.09,66.238,0.841,557.746,0.12,1.272,1.248,1.142,1.128,0.984,0.36,0.152,0.254,5.078,2.954,0.676,0.297,0.297,0.052,841.183,8.137,8.993,26.324,10.756,17.461,37.603,49.993,42.851,0.238,0.12,1.518,0.535,8.798,4.651,65.398,0.514,0.726,0.472,9.781
"4582",0.618,26.08,0.511,4.413,0.817,3.14,4223.577,85.372,82.032,0.912,0.713,0.157,16.631,0.253,811.259,0.172,1.057,1.407,1.454,0.926,0.865,0.281,0.072,0.478,0.563,2.619,0.602,0.61,0.61,0.098,991.89,20.935,9.521,32.197,7.414,1.148,11.569,40.654,44.96,0.274,0.799,1.346,0.589,19.711,1.5,44.815,0.866,0.463,4.504,8.562
"4583",0.752,16.002,0.625,4.686,0.946,1.816,227.587,78.184,83.369,0.729,0.031,0.25,130.043,0.949,522.426,0.159,1.219,1.117,1.429,1.458,1.031,0.327,0.2,3.948,0.498,0.521,0.943,0.189,0.189,0.032,646.096,21.541,24.992,93.154,5.805,6.803,11.317,2.247,6.151,0.096,0.78,1.081,0.282,12.482,2.463,55.543,0.697,0.399,13.401,5.323
"4584",0.758,13.514,0.539,3.544,0.541,3.385,4166.725,74.204,85.32,0.048,0.367,0.15,101.508,0.944,670.414,0.23,1.596,1.63,1.188,1.43,1.645,0.333,0.112,0.41,0.277,1.258,0.746,0.524,0.524,0.069,695.926,20.069,14.019,29.966,10.459,14.461,21.015,24.198,72.94,0.899,0.727,1.515,0.445,56.262,0.083,59.507,1.294,0.176,11.434,5.874
"4585",0.734,29.018,0.594,4.755,0.625,4.57,2337.803,77.866,87.82,0.083,0.958,0.238,138.497,0.31,744.626,0.257,1.466,0.977,1.219,1.319,1.259,0.363,0.16,2.57,5.092,2.04,0.919,0.206,0.206,0.09,967.949,18.591,27.834,15.478,24.711,10.925,5.418,49.567,63.92,0.42,0.709,1.739,0.765,48.675,4.116,8.308,1.319,0.875,2.693,9.182
"4586",0.791,11.026,0.36,0.435,0.14,2.68,1558.795,75.363,86.063,0.169,0.989,0.45,72.841,0.14,674.085,0.179,1.04,1.69,1.514,0.938,1.682,0.331,0.229,2.995,0.987,1.625,0.75,0.242,0.242,0.04,852.912,28.063,30.756,107.703,18.487,9.463,18.351,42.496,25.91,0.512,0.736,1.408,0.814,5.217,2.54,15.782,0.026,0.74,8.892,0.447
"4587",0.625,20.314,0.074,1.221,0.533,1.591,2322.378,70.718,83.071,0.016,0.211,0.465,24.282,0.091,896.226,0.236,0.989,0.953,1.626,1.108,1.007,0.359,0.237,2.431,3.342,1.67,0.346,0.129,0.129,0.05,635.449,28.779,17.318,103.446,33.084,17.592,25.89,24.331,89.723,0.225,0.618,1.102,0.105,9.686,3.496,75.432,1.456,0.436,11.189,1.636
"4588",0.745,32.145,0.415,3.845,0.359,3.826,4640.009,76.679,83.013,0.429,0.681,0.112,94.148,0.09,832.33,0.132,1.282,1.224,1.327,1.049,1.468,0.323,0.159,2.369,4.089,1.969,0.829,0.593,0.593,0.017,775.841,16.596,20.511,35.141,14.888,6.661,41.414,2.547,28.859,0.345,0.725,1.287,0.479,7.456,0.669,66.825,1.443,0.135,4.358,6.858
"4589",0.678,34.044,0.099,2.6,0.837,3.402,1724.599,67.838,82.369,0.962,0.731,0.288,32.447,1,603.294,0.205,0.999,1.425,1.529,0.963,1.696,0.26,0.232,3.313,4.193,2.749,0.492,0.173,0.173,0.011,609.019,33.98,26.853,96.054,25.417,18.759,24.227,1.711,33.449,0.39,0.293,1.045,0.319,46.58,1.005,49.947,0.131,0.821,5.073,4.391
"4590",0.776,29.451,0.24,0.63,0.914,2.039,1114.635,84.963,86.531,0.819,0.7,0.324,1.106,0.447,860.396,0.212,0.912,1.373,1.061,1.558,1.755,0.304,0.105,2.488,3.879,0.313,0.889,0.641,0.641,0.02,770.145,34.402,16.86,121.545,16.325,19.433,16.012,31.759,70.38,0.272,0.534,1.466,0.041,7.831,2.41,59.644,1.299,0.981,9.418,5.573
"4591",0.756,28.793,0.545,0.147,0.821,3.211,3307.331,71.32,84.96,0.072,0.596,0.064,63.356,0.665,616.294,0.161,0.993,1.014,1.18,1.47,1.251,0.379,0.238,3.981,0.261,0.324,0.698,0.543,0.543,0.039,610.345,32.085,18.82,148.371,29.236,14.198,40.041,39.918,89.927,0.365,0.444,1.521,0.773,59.81,3.25,78.767,0.164,0.523,7.497,8.129
"4592",0.626,33.999,0.413,4.637,0.128,0.283,728.207,82.986,83.036,0.399,0.47,0.356,64.834,0.304,845.525,0.227,1.265,0.996,1.592,1.324,1.748,0.273,0.111,0.174,2.849,2.365,0.459,0.403,0.403,0.08,612.897,13.26,10.485,81.412,5.851,18.137,37.911,12.7,57.24,0.507,0.718,1.414,0.641,48.577,1.732,3.704,0.603,0.182,6.051,6.958
"4593",0.658,12.513,0.403,0.223,0.795,3.355,4494.935,90.981,85.627,0.089,0.455,0.242,74.268,0.865,740.751,0.296,1.382,1.111,1.692,1.145,0.949,0.305,0.089,0.515,1.979,2.655,0.209,0.289,0.289,0.065,764.41,20.393,25.906,127.834,16.219,10.625,33.857,0.7,47.47,0.059,0.71,1.142,0.204,29.025,3.72,78.801,0.645,0.172,0.807,0.023
"4594",0.743,29.007,0.396,4.071,0.65,3.616,2776.399,89.428,85.087,0.11,0.812,0.443,101.199,0.949,524.721,0.202,1.73,1.053,0.902,1.271,1.717,0.425,0.098,3.02,2.353,0.544,0.847,0.188,0.188,0.052,976.503,6.997,33.44,120.447,12.923,1.386,16.595,3.077,22.69,0.65,0.22,1.133,0.222,55.38,0.746,5.946,1.281,0.292,6.676,1.938
"4595",0.754,10.138,0.255,0.873,0.903,4.705,3092.625,80.016,84.144,0.089,0.627,0.387,28.364,0.483,564.595,0.237,1.152,1.458,1.707,1.524,1.146,0.334,0.064,2.193,2.153,2.262,0.426,0.157,0.157,0.059,616.211,19.216,16.658,142.323,8.626,3.044,38.195,38.698,44.686,0.725,0.446,1.637,0.745,37.286,0.68,68.837,0.607,0.719,1.502,6.981
"4596",0.65,30.308,0.414,0.807,0.493,4.36,2642.571,76.309,84.816,0.332,0.84,0.071,77.118,0.785,762.745,0.292,1.654,1.009,0.924,1.558,0.998,0.281,0.229,3.664,3.04,1.775,0.901,0.617,0.617,0.059,743.819,14.646,9.101,38.376,17.683,5.544,42.531,12.998,37.601,0.93,0.416,1.051,0.612,51.913,1.818,44.381,1.139,0.708,5.991,4.182
"4597",0.635,23.783,0.638,2.586,0.522,3.532,1117.031,67.202,84.08,0.301,0.924,0.188,34.163,0.042,804.164,0.209,1.087,1.704,1.007,1.749,1.492,0.299,0.225,1.097,3.765,2.347,0.968,0.468,0.468,0.096,732.82,22.861,14.844,95.986,25.358,7.457,36.781,43.377,40.556,0.779,0.68,0.873,0.976,26.709,3.277,45.713,0.823,0.669,5.052,0.512
"4598",0.613,29.825,0.157,1.517,0.504,3.135,2215.722,78.233,82.004,0.497,0.324,0.449,3.348,0.779,756.814,0.256,1.421,1.17,1.121,1.586,1.491,0.357,0.101,0.593,4.013,2.432,0.614,0.27,0.27,0.069,870.363,13.613,21.264,77.005,7.177,3.886,38.763,15.87,46.681,0.353,0.219,1.667,0.846,58.468,1.728,52.001,1.113,0.161,2.756,0.255
"4599",0.694,31.074,0.298,1.004,0.914,0.417,986.512,90.762,85.593,0.455,0.505,0.158,105.685,0.764,715.434,0.124,1.519,1.234,1.022,1.063,0.883,0.252,0.12,2.24,3.626,1.659,0.626,0.528,0.528,0.08,899.861,11.305,8.858,18.965,19.602,13.197,27.589,44.383,67.796,0.136,0.61,1.233,0.031,44.251,4.579,66.457,0.642,0.805,14.474,7.433
"4600",0.787,25.839,0.494,2.491,0.985,1.854,521.597,63.4,85.855,0.43,0.895,0.161,57.593,0.064,697.833,0.202,1.366,1.458,1.23,1.501,1.016,0.33,0.159,0.682,5.616,2.699,0.528,0.109,0.109,0.012,751.143,22.127,30.251,5.08,16.855,0.654,34.305,26.537,29.214,0.882,0.528,1.251,0.729,24.879,4.636,46.629,0.184,0.667,10.908,0.01
"4601",0.714,28.786,0.287,2.837,0.232,1.842,118.121,72.29,85.962,0.746,0.799,0.038,34.037,0.531,824.131,0.201,1.652,1.048,1.193,1.418,1.556,0.368,0.231,3.761,1.438,1.685,0.863,0.27,0.27,0.033,782.41,21.916,14.659,113.405,16.251,5.686,42.659,13.456,70.746,0.032,0.76,1.34,0.352,36.551,4.093,11.706,0.662,0.569,14.013,1.848
"4602",0.611,12.455,0.344,2.416,0.991,0.545,1978.638,79.574,82.387,0.69,0.358,0.027,104.049,0.432,708.963,0.252,1.064,1.049,1.354,1.479,1.01,0.398,0.181,1.275,2.455,2.428,0.3,0.249,0.249,0.074,614.558,17.842,22.776,112.101,5.296,21.189,5.961,0.59,46.262,0.03,0.167,1.056,0.804,43.601,1.899,48.438,0.854,0.982,3.779,1.919
"4603",0.615,34.32,0.519,4.238,0.722,0.189,2534.081,85.782,86.974,0.333,0.898,0.373,128.949,0.548,823.648,0.129,1.551,0.995,1.08,1.067,1.128,0.275,0.18,0.987,4.806,1.052,0.453,0.149,0.149,0.033,784.809,30.532,24.316,65.168,26.201,18.773,7.401,12.946,29.443,0.042,0.504,0.906,0.35,26.475,0.602,25.79,0.895,0.582,13.849,0.474
"4604",0.682,13.875,0.058,0.079,0.435,1.111,2763.309,66.676,85.115,0.731,0.094,0.151,128.292,0.008,541.272,0.265,1.188,0.941,0.887,1.194,1.622,0.322,0.072,3.413,2.292,1.985,0.464,0.17,0.17,0.064,978.742,31.105,12.798,64.184,19.205,4.987,14.349,21.75,50.477,0.525,0.487,1.563,0.377,32.634,2.381,55.86,0.643,0.386,4.709,7.683
"4605",0.635,21.405,0.385,2.996,0.376,0.511,2117.413,80.71,86.369,0.539,0.922,0.356,64.138,0.586,566.08,0.299,1.328,1.622,0.958,1.657,1.513,0.361,0.138,1.498,3.149,1.471,0.483,0.412,0.412,0.057,682.476,19.917,11.533,143.323,23.921,16.207,31.759,14.995,56.374,0.878,0.691,1.553,0.122,10.399,3.949,69.774,1.374,0.223,7.617,8.575
"4606",0.676,29.312,0.334,4.306,0.319,2.914,4713.025,65,87.447,0.189,0.086,0.353,21.141,0.074,667.774,0.271,1.191,1.481,1.404,1.572,0.92,0.304,0.209,3.718,4.918,0.779,0.179,0.517,0.517,0.078,804.106,31.828,14.047,24.842,5.584,24.583,19.321,25.744,38.216,0.119,0.711,1.078,0.786,52.194,2.566,30.997,1.364,0.922,11.177,3.395
"4607",0.768,21.515,0.247,4.622,0.482,3.189,652.495,69.082,85.105,0.081,0.551,0.375,72.441,0.844,659.035,0.271,1.693,1.51,1.398,1.66,1.351,0.317,0.127,0.11,5.828,0.69,0.398,0.513,0.513,0.078,733.039,7.887,15.916,35.979,24.274,13.499,32.212,33.025,46.289,0.761,0.339,1.663,0.396,47.599,3.041,49.773,0.484,0.142,11.515,4.286
